protein_id_3610	PS	assembly_3610	seq_type_3610	chromosome_3610	genomic_accession_3610	start_3610	end_3610	strand_3610	name_3610	symbol_3610	locus_tag_3610	feature_interval_length_3610	product_length_3610	protein_id_168	assembly_168	seq_type_168	chromosome_168	genomic_accession_168	start_168	end_168	strand_168	name_168	symbol_168	locus_tag_168	feature_interval_length_168	product_length_168	symbol_168	category	syn_name	synonyms	operons
AQZ90026.1	1	GCA_002055965.1	chromosome		CP020102.1	1208254	1209192	+	3-oxoacyl-ACP synthase III	fabHA	B4U62_06280	939	312	CAB12974.1	GCA_000009045.1	chromosome	NA	AL009126.3	1208222	1209160	+	beta-ketoacyl-acyl carrier protein synthase III 1	fabHA	BSU_11330	939	312	fabHA	Metabolism#Lipid metabolism#Biosynthesis of lipids#Biosynthesis of fatty acids	fabHA	fabHA;yjaX	fabHA→fabF
AQZ92448.1	1	GCA_002055965.1	chromosome		CP020102.1	3678437	3680458	-	poly(glycerol-phosphate) alpha-glucosyltransferase	tagE	B4U62_19260	2022	673	CAB15590.1	GCA_000009045.1	chromosome	NA	AL009126.3	3678399	3680420	-	UDP-glucose:polyglycerol phosphate alpha-glucosyltransferase	tagE	BSU_35730	2022	673	tagE	Cellular processes#Cell envelope and cell division#Cell wall synthesis#Biosynthesis of teichoic acid;Metabolism#Additional metabolic pathways#Biosynthesis of cell wall components#Biosynthesis of teichoic acid;Groups of genes#Phosphoproteins#Phosphorylation on a Ser residue	tagE	tagE;rodD;gtaA;gtaD	tagD→tagH
AQZ90654.1	4	GCA_002055965.1	chromosome		CP020102.1	1903213	1903425	-	hypothetical protein		B4U62_09615	213	70	SOX90556.1	GCA_000009045.1	chromosome	NA	AL009126.3	1903181	1903468	-	conserved protein of unknown function		BSU_17689	288	95	NA	NA	NA	NA	NA
AQZ89626.1	4	GCA_002055965.1	chromosome		CP020102.1	791501	792571	-	hypothetical protein	yetN	B4U62_04110	1071	356	CAB12543.1	GCA_000009045.1	chromosome	NA	AL009126.3	791462	792532	-	conserved hypothetical protein	yetN	BSU_07240	1071	356	yetN	Groups of genes#Proteins of unknown function	yetN	yetN	yetN
AQZ91492.1	1	GCA_002055965.1	chromosome		CP020102.1	2672727	2677484	-	hypothetical protein	yqbO	B4U62_14040	4758	1585	CAB14544.2	GCA_000009045.1	chromosome	NA	AL009126.3	2672706	2677463	-	"putative tape measure protein; skin element"	yqbO	BSU_26030	4758	1585	yqbO	Prophages and mobile genetic elements#Prophages#Skin element;Groups of genes#Phosphoproteins#Phosphorylation on a Ser residue	yqbO	yqbO	NA
AQZ93105.1	1	GCA_002055965.1	chromosome		CP020102.1	2962526	2963167	-	TVP38/TMEM64 family membrane protein YtxB	ytxB	B4U62_15610	642	213	CAB14857.1	GCA_000009045.1	chromosome	NA	AL009126.3	2962510	2963151	-	putative osomosensing transporter	ytxB	BSU_28970	642	213	ytxB	Groups of genes#Proteins of unknown function	ytxB	ytxB	dnaB→thrS
AQZ92100.1	2	GCA_002055965.1	chromosome		CP020102.1	3308383	3308619	-	hypothetical protein	yuzB	B4U62_17385	237	78	CAB15209.1	GCA_000009045.1	chromosome	NA	AL009126.3	3308368	3308604	-	conserved protein of unknown function	yuzB	BSU_32190	237	78	yuzB	Groups of genes#Proteins of unknown function	yuzB	yuzB	yuzB
AQZ91563.1	1	GCA_002055965.1	chromosome		CP020102.1	2728995	2729759	-	branched-chain amino acid transporter AzlC	azlC	B4U62_14420	765	254	CAB14612.1	GCA_000009045.1	chromosome	NA	AL009126.3	2728976	2729740	-	branched-chain amino acid / methionine exporter	azlC	BSU_26710	765	254	azlC	Cellular processes#Transporters#Transporters/ other#Amino acid transporters#Other amino acid transporters;Metabolism#Amino acid/ nitrogen metabolism#Biosynthesis/ acquisition of amino acids#Biosynthesis/ acquisition of branched-chain amino acids;Metabolism#Amino acid/ nitrogen metabolism#Utilization of amino acids#Utilization of branched-chain amino acids;Groups of genes#Membrane proteins	azlC	azlC;yrdH	azlB→yrdK
AQZ90868.1	1	GCA_002055965.1	chromosome		CP020102.1	2139487	2140902	-	L-lysine 2'3-aminomutase	kamA	B4U62_10745	1416	471	CAB13860.1	GCA_000009045.1	chromosome	NA	AL009126.3	2139454	2140869	-	lysine 2,3-aminomutase	kamA	BSU_19690	1416	471	kamA	Lifestyles#Sporulation#Sporulation proteins#Sporulation proteins/ other;Groups of genes#Poorly characterized/ putative enzymes	kamA	kamA;yodO	yodT→yozE
AQZ89328.1	1	GCA_002055965.1	chromosome		CP020102.1	473843	474265	+	general stress protein 26	ydaG	B4U62_02420	423	140	CAB12229.1	GCA_000009045.1	chromosome	NA	AL009126.3	473803	474225	+	putative general stress protein	ydaG	BSU_04220	423	140	ydaG	Lifestyles#Coping with stress#General stress proteins (controlled by SigB);Lifestyles#Coping with stress#Resistance against oxidative and electrophile stress	ydaG	ydaG;yzzA	ydaF→ydaG, ydaG, ydaD→ydaG
AQZ92413.1	2	GCA_002055965.1	chromosome		CP020102.1	3636276	3636707	-	flagellar assembly protein FliW	fliW	B4U62_19060	432	143	CAB15555.1	GCA_000009045.1	chromosome	NA	AL009126.3	3636264	3636695	-	assembly factor of the flagellum	fliW	BSU_35380	432	143	fliW	Lifestyles#Exponential and early post-exponential lifestyles#Motility and chemotaxis#Flagellar proteins	fliW	fliW;yviF	comFA→csrA
AQZ90886.1	11	GCA_002055965.1	chromosome		CP020102.1	2153473	2153685	-	hypothetical protein	yotJ	B4U62_10835	213	70	CAB13877.1	GCA_000009045.1	chromosome	NA	AL009126.3	2153440	2153652	-	"hypothetical protein; phage SPbeta"	yotJ	BSU_19860	213	70	yotJ	Prophages and mobile genetic elements#Prophages#SP-beta prophage	yotJ	yotJ	yosX→sprB
AQZ93126.1	1	GCA_002055965.1	chromosome		CP020102.1	3401156	3402484	-	ABC transporter ATP-binding protein	yvrA	B4U62_17905	1329	442	CAB15306.1	GCA_000009045.1	chromosome	NA	AL009126.3	3401141	3402469	-	putative vitamin B12 transport system, ATPase component	yvrA	BSU_33160	1329	442	yvrA	Cellular processes#Transporters#ABC transporters#Importers#Uptake of cofactors;Metabolism#Additional metabolic pathways#Biosynthesis of cofactors#Biosynthesis/ acquisition of cobalamine (B12));Groups of genes#Membrane proteins	yvrA	yvrA	yvrC→yvqK
AQZ89364.1	1	GCA_002055965.1	chromosome		CP020102.1	513323	514804	+	hypothetical protein	ydbT	B4U62_02625	1482	493	CAB12267.1	GCA_000009045.1	chromosome	NA	AL009126.3	513283	514764	+	resistance to heterologous antibiotics	ydbT	BSU_04600	1482	493	ydbT	Lifestyles#Coping with stress#Cell envelope stress proteins (controlled by SigM, V, W, X, Y);Lifestyles#Coping with stress#Resistance against toxins/ antibiotics;Groups of genes#Membrane proteins	ydbT	ydbT	ydbS→ydbT
AQZ89231.1	2	GCA_002055965.1	chromosome		CP020102.1	350039	350896	-	TIGR03943 family protein	ycgQ	B4U62_01905	858	285	CAB12118.1	GCA_000009045.1	chromosome	NA	AL009126.3	349996	350853	-	conserved protein of unknown function	ycgQ	BSU_03240	858	285	ycgQ	Lifestyles#Coping with stress#Cell envelope stress proteins (controlled by SigM, V, W, X, Y);Groups of genes#Membrane proteins	ycgQ	ycgQ	ycgR->ycgQ, ycgS->ycgQ
AQZ91127.1	1	GCA_002055965.1	chromosome		CP020102.1	2333356	2334597	-	hypothetical protein	yprB	B4U62_12075	1242	413	CAB14138.1	GCA_000009045.1	chromosome	NA	AL009126.3	2333324	2334565	-	putative nucleic acid binding enzyme	yprB	BSU_22210	1242	413	mrfB	Information processing#Genetics#DNA repair/ recombination#Other proteins	mrfB	mrfB;yprB	mrfA→cotD
AQZ91900.1	1	GCA_002055965.1	chromosome		CP020102.1	3081147	3082259	-	rhamnogalacturonyl hydrolase	yteR	B4U62_16200	1113	370	CAB14990.3	GCA_000009045.1	chromosome	NA	AL009126.3	3081131	3082252	-	unsaturated rhamnogalacturonyl hydrolase	rmgQ	BSU_30120	1122	373	yteR	Metabolism#Carbon metabolism#Utilization of specific carbon sources#Utilization of pectin	yteR	yteR	yteP→yteV
AQZ90264.1	2	GCA_002055965.1	chromosome		CP020102.1	1438124	1439167	+	hypothetical protein	ykvI	B4U62_07565	1044	347	CAB13244.1	GCA_000009045.1	chromosome	NA	AL009126.3	1438092	1439135	+	putative transporter	ykvI	BSU_13710	1044	347	ykvI	Lifestyles#Sporulation#Sporulation proteins#Sporulation proteins/ other;Groups of genes#Membrane proteins	ykvI	ykvI	ykvI
AQZ90917.1	11	GCA_002055965.1	chromosome		CP020102.1	2169529	2169708	-	hypothetical protein	yosB	B4U62_11005	180	59	CAB13910.1	GCA_000009045.1	chromosome	NA	AL009126.3	2169497	2169676	-	"conserved hypothetical protein; phage SPbeta"	yosB	BSU_20180	180	59	yosB	Prophages and mobile genetic elements#Prophages#SP-beta prophage	yosB	yosB	NA
AQZ90693.1	4	GCA_002055965.1	chromosome		CP020102.1	1931577	1931864	-	hypothetical protein	yneR	B4U62_09825	288	95	CAB13689.1	GCA_000009045.1	chromosome	NA	AL009126.3	1931545	1931832	-	conserved hypothetical protein	yneR	BSU_18060	288	95	yneR	Groups of genes#Proteins of unknown function	yneR	yneR	plsY→yneR
AQZ91332.1	4	GCA_002055965.1	chromosome		CP020102.1	2534347	2535546	-	stage III sporulation protein AE	spoIIIAE	B4U62_13195	1200	399	CAB14370.2	GCA_000009045.1	chromosome	NA	AL009126.3	2534326	2535525	-	stage III sporulation protein (feeding tube apparatus)	spoIIIAE	BSU_24390	1200	399	spoIIIAE	Information processing#Protein synthesis, modification and degradation#Protein secretion;Lifestyles#Sporulation#Sporulation proteins#Sporulation proteins/ other;Groups of genes#Membrane proteins	spoIIIAE	spoIIIAE	yqhV→spoIIIAH, spoIIIAA→spoIIIAH
AQZ90737.1	1	GCA_002055965.1	chromosome		CP020102.1	2016877	2017770	-	Pyrroline-5-carboxylate reductase 1	proH	B4U62_10050	894	297	CAB13741.2	GCA_000009045.1	chromosome	NA	AL009126.3	2016845	2017738	-	pyrroline-5-carboxylate reductase	proH	BSU_18480	894	297	proH	Metabolism#Amino acid/ nitrogen metabolism#Biosynthesis/ acquisition of amino acids#Biosynthesis/ acquisition of proline;Lifestyles#Coping with stress#Coping with hyper-osmotic stress	proH	proH;yoxE	proH→proJ
AQZ90514.1	2	GCA_002055965.1	chromosome		CP020102.1	1698309	1699772	+	flagellar hook-length control protein FliK	fliK	B4U62_08890	1464	487	CAB13500.2	GCA_000009045.1	chromosome	NA	AL009126.3	1698278	1699741	+	flagellar hook-length control protein (ruler)	fliK	BSU_16270	1464	487	fliK	Lifestyles#Exponential and early post-exponential lifestyles#Motility and chemotaxis#Flagellar proteins	fliK	fliK	ylxF→swrB, flgB→swrB
AQZ92072.1	1	GCA_002055965.1	chromosome		CP020102.1	3269929	3274416	-	Ftsk domain-containing protein YukB	yukB	B4U62_17230	4488	1495	CAB15176.2	GCA_000009045.1	chromosome	NA	AL009126.3	3269914	3274401	-	ESX secretion system FtsK/SpoIIIE family ATPase	yukAB	BSU_31875	4488	1495	yukB	Information processing#Protein synthesis, modification and degradation#Protein secretion;Groups of genes#Membrane proteins	yukB	yukB	yukE→yueD
AQZ91528.1	2	GCA_002055965.1	chromosome		CP020102.1	2700053	2700589	-	hypothetical protein	yqaC	B4U62_14225	537	178	CAB14578.1	GCA_000009045.1	chromosome	NA	AL009126.3	2700033	2700569	-	"putative kinase / phosphatase; skin element"	yqaC	BSU_26370	537	178	yqaC	Prophages and mobile genetic elements#Prophages#Skin element	yqaC	yqaC	NA
AQZ89341.1	1	GCA_002055965.1	chromosome		CP020102.1	491187	492464	-	divalent metal cation transporter	mntH	B4U62_02495	1278	425	CAB12243.1	GCA_000009045.1	chromosome	NA	AL009126.3	491147	492424	-	proton-coupled manganese transporter	mntH	BSU_04360	1278	425	mntH	Cellular processes#Transporters#Transporters/ other#Metal ion transporter;Cellular processes#Homeostasis#Trace metal homeostasis (Cu, Zn, Ni, Mn, Mo)#Manganese;Groups of genes#Membrane proteins	mntH	mntH;ydaR	mntH
AQZ89580.1	2	GCA_002055965.1	chromosome		CP020102.1	742979	744778	+	ATP-dependent helicase	yeeB	B4U62_03865	1800	599	CAB12497.2	GCA_000009045.1	chromosome	NA	AL009126.3	742939	744738	+	"putative DNA helicase / endonuclease; HGT island"	yeeB	BSU_06770	1800	599	yeeB	Groups of genes#Proteins of unknown function	yeeB	yeeB	dgkB→yeeC
AQZ89178.1	1	GCA_002055965.1	chromosome		CP020102.1	290176	290742	-	TetR family transcriptional regulator	lmrA	B4U62_01610	567	188	CAB12062.1	GCA_000009045.1	chromosome	NA	AL009126.3	290132	290698	-	transcriptional repressor of lmrAB and yxaGH operons (flavonoid and antibiotic resistance)	lmrA	BSU_02680	567	188	lmrA	Information processing#Regulation of gene expression#Transcription factors and their control#Transcription factors/ other;Lifestyles#Coping with stress#Resistance against toxins/ antibiotics	lmrA	lmrA;lin-2;yccB	lmrA→lmrB
AQZ92441.1	3	GCA_002055965.1	chromosome		CP020102.1	3671454	3671660	-	hypothetical protein		B4U62_19225	207	68		GCA_000009045.1	chromosome	NA	AL009126.3	3671416	3671622	-	putative CDP-glycerol:poly(glycerophosphate) glycerophosphotransferase (fragment)	yvzI	BSU_35698	207	NA	yvzI	Groups of genes#Pseudogenes	yvzI	yvzI	NA
AQZ90146.1	9	GCA_002055965.1	chromosome		CP020102.1	1323583	1323750	+	hypothetical protein	ykzK	B4U62_06940	168	55	CAX52602.1	GCA_000009045.1	chromosome	NA	AL009126.3	1323550	1323717	+	"phage PBSX; conserved hypothetical protein"	ykzK	BSU_12539	168	55	ykzK	Prophages and mobile genetic elements#Prophages#PBSX prophage	ykzK	ykzK	yjzJ→xtrA
AQZ92939.1	1	GCA_002055965.1	chromosome		CP020102.1	4170084	4171391	+	MFS transporter	yybO	B4U62_21830	1308	435	CAB16094.1	GCA_000009045.1	chromosome	NA	AL009126.3	4170045	4171352	+	putative permease	yybO	BSU_40570	1308	435	yybO	Groups of genes#Membrane proteins	yybO	yybO	yybO
AQZ92088.1	1	GCA_002055965.1	chromosome		CP020102.1	3296432	3297934	-	cytosol aminopeptidase	yuiE	B4U62_17315	1503	500	CAB15195.1	GCA_000009045.1	chromosome	NA	AL009126.3	3296417	3297919	-	cytosol aminopeptidase	pepA	BSU_32050	1503	500	yuiE	Groups of genes#Poorly characterized/ putative enzymes	yuiE	yuiE	yuiE
AQZ90251.1	1	GCA_002055965.1	chromosome		CP020102.1	1425673	1426869	+	aminotransferase MtnE	ykrV	B4U62_07500	1197	398	CAB13231.1	GCA_000009045.1	chromosome	NA	AL009126.3	1425641	1426837	+	methionine-glutamine aminotransferase	mtnE	BSU_13580	1197	398	mtnE	Metabolism#Amino acid/ nitrogen metabolism#Biosynthesis/ acquisition of amino acids#Biosynthesis/ acquisition of methionine/ S-adenosylmethionine	mtnE	mtnE;ykrV	mtnE
AQZ89733.1	1	GCA_002055965.1	chromosome		CP020102.1	909236	909784	-	PadR family transcriptional regulator	padR	B4U62_04660	549	182	CAB12663.1	GCA_000009045.1	chromosome	NA	AL009126.3	909198	909746	-	transcriptional regulator of phenolic acid decarboxylase	padR	BSU_08340	549	182	padR	Information processing#Regulation of gene expression#Transcription factors and their control#Transcription factors/ other;Lifestyles#Coping with stress#Resistance against other toxic compounds (nitric oxide, phenolic acids, flavonoids, oxalate)	padR	padR;yfiO	padR
AQZ90744.1	1	GCA_002055965.1	chromosome		CP020102.1	2022593	2024056	-	sugar kinase	yoaC	B4U62_10085	1464	487	CAB13748.1	GCA_000009045.1	chromosome	NA	AL009126.3	2022561	2024024	-	hydroxylated metabolite kinase	yoaC	BSU_18550	1464	487	yoaC	Groups of genes#Poorly characterized/ putative enzymes	yoaC	yoaC	yoaD→yoaB
AQZ93080.1	1	GCA_002055965.1	chromosome		CP020102.1	2367985	2369271	-	3-phosphoshikimate 1-carboxyvinyltransferase	aroE	B4U62_12270	1287	428	CAB14176.1	GCA_000009045.1	chromosome	NA	AL009126.3	2367954	2369240	-	3-phosphoshikimate 1-carboxyvinyltransferase (5-enolpyruvoylshikimate-3-phosphate synthase)	aroA	BSU_22600	1287	428	aroE	Metabolism#Amino acid/ nitrogen metabolism#Biosynthesis/ acquisition of amino acids#Biosynthesis/ acquisition of aromatic amino acids;Groups of genes#Essential genes	aroE	aroE	trpE→aroE, hisC→aroE
AQZ91868.1	1	GCA_002055965.1	chromosome		CP020102.1	3045462	3046538	-	protein AroA(G)	aroA	B4U62_16025	1077	358	CAB14953.1	GCA_000009045.1	chromosome	NA	AL009126.3	3045445	3046521	-	"bifunctional chorismate mutase type II-isozyme 3 (regulatory domain); 3-deoxy-D-arabino-heptulosonate 7-phosphate synthase"	aroX	BSU_29750	1077	358	aroA	Metabolism#Amino acid/ nitrogen metabolism#Biosynthesis/ acquisition of amino acids#Biosynthesis/ acquisition of aromatic amino acids;Groups of genes#Phosphoproteins#Phosphorylation on an Arg residue;Groups of genes#Phosphoproteins#Phosphorylation on a Ser residue;Groups of genes#Phosphoproteins#Phosphorylation on a Thr residue	aroA	aroA;aroG	aroA
AQZ90993.1	7	GCA_002055965.1	chromosome		CP020102.1	2213115	2213510	-	hypothetical protein	yopD	B4U62_11390	396	131	CAB14011.1	GCA_000009045.1	chromosome	NA	AL009126.3	2213083	2213478	-	"conserved membrane protein of unknown function; phage SPbeta"	yopD	BSU_20930	396	131	yopD	Prophages and mobile genetic elements#Prophages#SP-beta prophage;Groups of genes#Membrane proteins	yopD	yopD	NA
AQZ90625.1	2	GCA_002055965.1	chromosome		CP020102.1	1872844	1873611	-	N-acetylmuramoyl-L-alanine amidase	cwlC	B4U62_09460	768	255	CAB13625.2	GCA_000009045.1	chromosome	NA	AL009126.3	1872812	1873579	-	N-acetylmuramoyl-L-alanine amidase (sporulation-specific)	cwlC	BSU_17410	768	255	cwlC	Cellular processes#Cell envelope and cell division#Cell wall/ other;Lifestyles#Sporulation#Sporulation proteins#Sporulation proteins/ other	cwlC	cwlC	cwlC
AQZ90260.1	1	GCA_002055965.1	chromosome		CP020102.1	1433231	1433668	+	MarR family transcriptional regulator	mhqR	B4U62_07545	438	145	CAB13240.1	GCA_000009045.1	chromosome	NA	AL009126.3	1433199	1433636	+	transcriptional regulator (MarR family)	mhqR	BSU_13670	438	145	mhqR	Information processing#Regulation of gene expression#Transcription factors and their control#Transcription factors/ other;Lifestyles#Coping with stress#Resistance against oxidative and electrophile stress	mhqR	mhqR;ykvE	mhqR
AQZ92490.1	8	GCA_002055965.1	chromosome		CP020102.1	3722606	3722827	-	hypothetical protein	ywqO	B4U62_19470	222	73	CAB15631.1	GCA_000009045.1	chromosome	NA	AL009126.3	3722568	3722789	-	conserved protein of unknown function	ywqO	BSU_36140	222	73	ywqO	Groups of genes#Proteins of unknown function	ywqO	ywqO	ywqO
AQZ91269.1	1	GCA_002055965.1	chromosome		CP020102.1	2464586	2465824	-	DNA polymerase IV 2	polY2	B4U62_12855	1239	412	CAB14303.1	GCA_000009045.1	chromosome	NA	AL009126.3	2464562	2465800	-	Y family DNA polymerase V bypassing lesions during replication	polYB	BSU_23710	1239	412	polY2	Information processing#Genetics#DNA repair/ recombination;Information processing#Genetics#DNA repair/ recombination#Other proteins	polY2	polY2;yqjW	polY2→yqkC
AQZ91477.1	7	GCA_002055965.1	chromosome		CP020102.1	2663572	2663934	-	hypothetical protein	yqxJ	B4U62_13965	363	120	CAB14529.1	GCA_000009045.1	chromosome	NA	AL009126.3	2663551	2663913	-	"hypothetical protein; skin element"	yqxJ	BSU_25880	363	120	yqxJ	Prophages and mobile genetic elements#Prophages#Skin element	yqxJ	yqxJ;yqdF	yqxI→yqxJ
AQZ92679.1	1	GCA_002055965.1	chromosome		CP020102.1	3900521	3900859	-	transcriptional regulator	ywzG	B4U62_20460	339	112	CAX52706.1	GCA_000009045.1	chromosome	NA	AL009126.3	3900481	3900819	-	putative transcriptional regulator, PadR family	ywzG	BSU_38018	339	112	ywzG	Information processing#Regulation of gene expression#Transcription factors and their control#Transcription factor/ other/ based on similarity	ywzG	ywzG	NA
AQZ90779.1	2	GCA_002055965.1	chromosome		CP020102.1	2056310	2056648	+	transcriptional regulator	yobD	B4U62_10265	339	112	CAB13777.1	GCA_000009045.1	chromosome	NA	AL009126.3	2056278	2056616	+	"transcriptional regulator (phage-related, Xre family); putative defective prophage 6"	yobD	BSU_18850	339	112	yobD	Information processing#Regulation of gene expression#Transcription factors and their control#Transcription factor/ other/ based on similarity	yobD	yobD	NA
AQZ90985.1	9	GCA_002055965.1	chromosome		CP020102.1	2210363	2210779	-	hypothetical protein	yopJ	B4U62_11350	417	138	CAB14005.1	GCA_000009045.1	chromosome	NA	AL009126.3	2210331	2210747	-	"conserved protein of unknown function; phage SPbeta"	yopJ	BSU_20870	417	138	yopJ	Prophages and mobile genetic elements#Prophages#SP-beta prophage	yopJ	yopJ	NA
AQZ89382.1	1	GCA_002055965.1	chromosome		CP020102.1	529545	530651	-	integrase	ydcL	B4U62_02765	1107	368	CAB12287.1	GCA_000009045.1	chromosome	NA	AL009126.3	529505	530611	-	ICEBs1 mobile element: integrase	ydcL	BSU_04800	1107	368	int	Prophages and mobile genetic elements#Mobile genetic elements#ICEBs1	int	int;ydcL	immR→int
AQZ93211.1	12	GCA_002055965.1	plasmid	pBS32	CP020103.1	55561	55764	+	hypothetical protein		B4U62_22420	204	67	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
